CS14_ENG_001_00	per:holds_shares_in	LDC	bolt-eng-DF-170-181113-84603:83990-84106	Global Crossing	bolt-eng-DF-170-181113-84603:11752-11766	1.0
CS14_ENG_090_01	gpe:employees_or_members	LDC	eng-NG-31-142680-10069003:381-497	Ken Livingstone	eng-NG-31-142680-10069003:394-408	1.0
CS14_ENG_090_01	gpe:employees_or_members	LDC	LTW_ENG_20091205.0045:432-552	Darren Johnson	LTW_ENG_20091205.0045:481-494	1.0
CS14_ENG_090_01	gpe:employees_or_members	LDC	APW_ENG_20100805.0589:816-955	Jenny Jones	APW_ENG_20100805.0589:841-851	1.0
CS14_ENG_090_01	gpe:employees_or_members	LDC	APW_ENG_20100917.0692:1732-1876	Murad Qureshi	APW_ENG_20100917.0692:1732-1744	1.0
CS14_ENG_091_00	gpe:headquarters_in_city	LDC	APW_ENG_20090708.1123:918-1045	Jackson Laboratory	APW_ENG_20090708.1123:1007-1024	1.0
CS14_ENG_091_01	org:employees_or_members	LDC	eng-NG-31-141866-9974205:23875-23919	Richard P. Woychik	eng-NG-31-141866-9974205:23902-23919	1.0
CS14_ENG_091_01	org:employees_or_members	LDC	eng-NG-31-142509-10060755:7530-7677,eng-NG-31-142509-10060755:7679-7718	Oded Foreman	eng-NG-31-142509-10060755:7636-7647	1.0
CS14_ENG_091_01	org:employees_or_members	LDC	APW_ENG_20090708.1123:918-1045	David Harrison	APW_ENG_20090708.1123:985-998	1.0
CS14_ENG_091_01	org:employees_or_members	LDC	APW_ENG_20100921.0152:1476-1591	Douglas Coleman	APW_ENG_20100921.0152:1525-1539	1.0
CS14_ENG_091_01	org:employees_or_members	LDC	LTW_ENG_20090627.0123:711-806	George Snell	LTW_ENG_20090627.0123:748-759	1.0
CS14_ENG_091_00	gpe:headquarters_in_city	LDC	APW_ENG_20100717.0004:427-574,APW_ENG_20100717.0004:576-670	Bar Harbor airport	APW_ENG_20100717.0004:458-475	1.0
CS14_ENG_091_00	gpe:headquarters_in_city	LDC	APW_ENG_20100717.0487:580-687	Bar Harbor Club	APW_ENG_20100717.0487:603-617	1.0
CS14_ENG_091_00	gpe:headquarters_in_city	LDC	NYT_ENG_20090824.0154:912-1043	Mount Desert Island Hospital	NYT_ENG_20090824.0154:995-1022	1.0
CS14_ENG_091_00	gpe:headquarters_in_city	LDC	WPB_ENG_20100430.0072:1363-1434	Harborside Hotel	WPB_ENG_20100430.0072:1363-1378	1.0
CS14_ENG_091_00	gpe:headquarters_in_city	LDC	NYT_ENG_20101018.0044:2182-2307	College of the Atlantic	NYT_ENG_20101018.0044:2263-2285	1.0
CS14_ENG_091_01	org:employees_or_members	LDC	LTW_ENG_20091125.0035:1122-1186	David F. Hales	LTW_ENG_20091125.0035:1122-1135	1.0
CS14_ENG_091_01	org:employees_or_members	LDC	NYT_ENG_20101018.0044:2182-2307	Peter Stevick	NYT_ENG_20101018.0044:2229-2241	1.0
CS14_ENG_091_00	gpe:headquarters_in_city	LDC	bolt-eng-DF-170-181122-8789123:27690-27755	Acadia National Park	bolt-eng-DF-170-181122-8789123:27717-27736	1.0
CS14_ENG_091_01	org:employees_or_members	LDC	AFP_ENG_20090823.0002:759-808	Sheridan Steele	AFP_ENG_20090823.0002:785-799	1.0
CS14_ENG_091_01	org:employees_or_members	LDC	NYT_ENG_20090707.0162:165-237	Bill Weidner	NYT_ENG_20090707.0162:165-176	1.0
CS14_ENG_091_01	org:employees_or_members	LDC	NYT_ENG_20090707.0162:1612-1667	Charlie Jacobi	NYT_ENG_20090707.0162:1612-1625	1.0
CS14_ENG_091_01	org:employees_or_members	LDC	NYT_ENG_20090824.0109:2455-2568	Stuart West	NYT_ENG_20090824.0109:2492-2502	1.0
CS14_ENG_091_01	org:employees_or_members	LDC	APW_ENG_20090823.0663:727-750	Sonya Berger	APW_ENG_20090823.0663:739-750	1.0
CS14_ENG_091_01	org:employees_or_members	LDC	APW_ENG_20100902.0024:2758-2880	Lynne Dominy	APW_ENG_20100902.0024:2758-2769	1.0
CS14_ENG_091_00	gpe:headquarters_in_city	LDC	bolt-eng-DF-170-181122-8789131:6533-6648	Mount Desert Island Ice Cream	bolt-eng-DF-170-181122-8789131:6548-6576	1.0
CS14_ENG_091_00	gpe:headquarters_in_city	LDC	bolt-eng-DF-199-193260-6567318:66978-67052	Thunderhole	bolt-eng-DF-199-193260-6567318:67021-67031	1.0
CS14_ENG_092_00	gpe:headquarters_in_city	LDC	eng-NG-31-143314-10206742:4118-4229	Telenor	eng-NG-31-143314-10206742:1547-1553	1.0
CS14_ENG_092_01	org:subsidiaries	LDC	AFP_ENG_20101027.0203:1032-1156	Uninor	AFP_ENG_20101027.0203:1128-1133	1.0
CS14_ENG_092_01	org:subsidiaries	LDC	AFP_ENG_20091008.0367:815-927	Grameenphone	AFP_ENG_20091008.0367:71-82	1.0
CS14_ENG_093_00	gpe:employees_or_members	LDC	AFP_ENG_20090926.0132:179-327,AFP_ENG_20090926.0132:329-352	Lise Thibault	AFP_ENG_20090926.0132:213-225	1.0
CS14_ENG_093_01	per:charges	LDC	AFP_ENG_20090926.0132:363-509,AFP_ENG_20090926.0132:511-652	breach of trust	AFP_ENG_20090926.0132:393-407	1.0
CS14_ENG_093_01	per:charges	LDC	AFP_ENG_20090926.0132:363-509,AFP_ENG_20090926.0132:511-652	producing false or counterfeit documents on transportation expenses	AFP_ENG_20090926.0132:414-480	1.0
CS14_ENG_093_01	per:charges	LDC	AFP_ENG_20090926.0132:363-509,AFP_ENG_20090926.0132:511-652	using "lies" and "deception" to justify expenditures exceeding 5,000 dollars Canadian	AFP_ENG_20090926.0132:494-578	1.0
CS14_ENG_093_00	gpe:employees_or_members	LDC	AFP_ENG_20100616.0185:365-436	Jacques Delisle	AFP_ENG_20100616.0185:371-385	1.0
CS14_ENG_093_01	per:charges	LDC	AFP_ENG_20100616.0185:185-328,AFP_ENG_20100616.0185:330-354	murder	AFP_ENG_20100616.0185:90-95	1.0
CS14_ENG_094_00	per:spouse	LDC	LTW_ENG_20091219.0068:1997-2126	Jennifer Carpenter	LTW_ENG_20091219.0068:1997-2014	1.0
CS14_ENG_094_01	per:cities_of_residence	LDC	LTW_ENG_20091219.0068:1997-2126,AFP_ENG_20090708.0607:124-154,AFP_ENG_20090708.0607:1207-1221	Los Angeles	AFP_ENG_20090708.0607:124-134	1.0
CS14_ENG_095_00	per:top_member_employee_of	LDC	LTW_ENG_20091223.0133:1424-1503	Liberty Media	LTW_ENG_20091223.0133:1462-1474	1.0
CS14_ENG_095_01	org:holds_shares_in	LDC	APW_ENG_20101202.0794:741-889,APW_ENG_20101202.0794:891-901	IAC/InteractiveCorp	APW_ENG_20101202.0794:400-418	1.0
CS14_ENG_095_01	org:holds_shares_in	LDC	NYT_ENG_20090925.0045:712-806	BodyBuilding.com	NYT_ENG_20090925.0045:58-73	1.0
CS14_ENG_095_01	org:holds_shares_in	LDC	NYT_ENG_20090925.0045:866-964	QVC	NYT_ENG_20090925.0045:934-936	1.0
CS14_ENG_095_01	org:holds_shares_in	LDC	NYT_ENG_20090925.0045:866-964	Ticketmaster	NYT_ENG_20090925.0045:939-950	1.0
CS14_ENG_095_01	org:holds_shares_in	LDC	NYT_ENG_20090925.0045:866-964	DirectTV	NYT_ENG_20090925.0045:956-963	1.0
CS14_ENG_095_01	org:holds_shares_in	LDC	WPB_ENG_20100929.0047:805-953,WPB_ENG_20100929.0047:955-974	Live Nation Entertainment Inc.	WPB_ENG_20100929.0047:287-316	1.0
CS14_ENG_096_00	per:employee_or_member_of	LDC	WPB_ENG_20101122.0016:1577-1680	Philadelphia	WPB_ENG_20101122.0016:1584-1595	1.0
CS14_ENG_096_01	gpe:deaths_in_city	LDC	APW_ENG_20101130.0729:190-339,APW_ENG_20101130.0729:341-353	Britton Chance	APW_ENG_20101130.0729:87-100	1.0
CS14_ENG_096_01	gpe:deaths_in_city	LDC	APW_ENG_20100221.0544:180-316	Albert M. Kligman	APW_ENG_20100221.0544:194-210	1.0
CS14_ENG_096_01	gpe:deaths_in_city	LDC	eng-NG-31-126143-8179406:1548-1582,eng-NG-31-126143-8179406:1280-1360	PEARL BAILEY	eng-NG-31-126143-8179406:1548-1559	1.0
CS14_ENG_096_00	per:employee_or_member_of	LDC	bolt-eng-DF-199-192783-6874879:2748-2896,bolt-eng-DF-199-192783-6874879:2898-2904	Pennsylvania	bolt-eng-DF-199-192783-6874879:2401-2412	1.0
CS14_ENG_097_00	org:top_members_employees	LDC	APW_ENG_20100322.0876:184-287	James Black	APW_ENG_20100322.0876:90-100	1.0
CS14_ENG_097_01	per:date_of_death	LDC	APW_ENG_20100322.1029:401-520	2010-03-21	APW_ENG_20100322.1029:515-520	1.0
CS14_ENG_098_00	per:other_family	LDC	LTW_ENG_20090728.0078:2797-2892	John Cage	LTW_ENG_20090728.0078:2813-2821	1.0
CS14_ENG_098_01	per:date_of_death	LDC	AFP_ENG_20090617.0715:1972-1992	1992-XX-XX	AFP_ENG_20090617.0715:1988-1991	1.0
CS14_ENG_099_00	org:top_members_employees	LDC	AFP_ENG_20100507.0515:180-213	Nick Clegg	AFP_ENG_20100507.0515:204-213	1.0
CS14_ENG_099_01	per:title	LDC	APW_ENG_20100823.0466:208-239	deputy prime minister	APW_ENG_20100823.0466:208-228	1.0
CS14_ENG_100_00	gpe:headquarters_in_city	LDC	eng-NG-31-133408-9521279:1325-1474,eng-NG-31-133408-9521279:1476-1519	General Dynamics Corporation	eng-NG-31-133408-9521279:1440-1467	1.0
CS14_ENG_100_01	org:subsidiaries	LDC	eng-NG-31-133408-9521279:1325-1474,eng-NG-31-133408-9521279:1476-1519	General Dynamics Land Systems	eng-NG-31-133408-9521279:1235-1263	1.0
CS14_ENG_100_00	gpe:headquarters_in_city	LDC	eng-NG-31-102460-8865657:7099-7244,eng-NG-31-102460-8865657:7246-7266	Dyncorp	eng-NG-31-102460-8865657:7190-7196	1.0
CS14_ENG_100_00	gpe:headquarters_in_city	LDC	APW_ENG_20100607.0545:1277-1383	Altegrity	APW_ENG_20100607.0545:58-66	1.0
CS14_ENG_100_01	org:subsidiaries	LDC	NYT_ENG_20090806.0010:366-471	Altegrity Security Consulting	NYT_ENG_20090806.0010:404-432	1.0
CS14_ENG_100_00	gpe:headquarters_in_city	LDC	LTW_ENG_20090703.0091:3026-3142	Greenfield Senior Living	LTW_ENG_20090703.0091:3091-3114	1.0
CS14_ENG_101_00	org:students	LDC	NYT_ENG_20100718.0022:1249-1383	Taylor Gordon	NYT_ENG_20100718.0022:133-145	1.0
CS14_ENG_101_01	per:cities_of_residence	LDC	NYT_ENG_20100718.0022:3441-3512	Milford	NYT_ENG_20100718.0022:3499-3505	1.0
CS14_ENG_101_00	org:students	LDC	eng-NG-31-142915-10124975:5847-5931	Abu M. Parvez	eng-NG-31-142915-10124975:5286-5298	1.0
CS14_ENG_101_01	per:cities_of_residence	LDC	eng-NG-31-142915-10124975:5933-5993	Boston	eng-NG-31-142915-10124975:1202-1207	1.0
CS14_ENG_102_00	gpe:births_in_city	LDC	NYT_ENG_20100317.0039:1864-1930	Carmen Charles Capalbo	NYT_ENG_20100317.0039:1864-1885	1.0
CS14_ENG_102_01	per:schools_attended	LDC	NYT_ENG_20100317.0039:2378-2503	Yale School of Drama	NYT_ENG_20100317.0039:2425-2444	1.0
CS14_ENG_102_00	gpe:births_in_city	LDC	NYT_ENG_20101006.0145:1709-1843	Robert J. Miller	NYT_ENG_20101006.0145:465-480	1.0
CS14_ENG_103_00	per:spouse	LDC	WPB_ENG_20101011.0027:1234-1378,WPB_ENG_20101011.0027:1380-1417	Richard Bonynge	WPB_ENG_20101011.0027:1273-1287	1.0
CS14_ENG_103_01	per:origin	LDC	WPB_ENG_20101011.0027:1787-1855	Australia	WPB_ENG_20101011.0027:305-313	1.0
CS14_ENG_104_00	per:top_member_employee_of	LDC	APW_ENG_20090925.0105:576-670	Pittsburgh	APW_ENG_20090925.0105:58-67	1.0
CS14_ENG_104_01	gpe:births_in_city	LDC	eng-NG-31-127211-9206946:2062-2160	Dick Nolan	eng-NG-31-127211-9206946:158-167	1.0
CS14_ENG_104_01	gpe:births_in_city	LDC	bolt-eng-DF-199-192783-6865649:2743-2889,bolt-eng-DF-199-192783-6865649:2891-2987	Catherine Baker Knoll	bolt-eng-DF-199-192783-6865649:332-352	1.0
CS14_ENG_104_01	gpe:births_in_city	LDC	WPB_ENG_20100314.0010:1634-1676	Martha Sevelia Allen	WPB_ENG_20100314.0010:1634-1653	1.0
CS14_ENG_104_01	gpe:births_in_city	LDC	LTW_ENG_20090914.0010:3202-3247	Herbert Maurice Lapidus	LTW_ENG_20090914.0010:3202-3224	1.0
CS14_ENG_104_01	gpe:births_in_city	LDC	eng-NG-31-100869-10925182:855-904	Doug Yurc -ey	eng-NG-31-100869-10925182:855-867	1.0
CS14_ENG_104_01	gpe:births_in_city	LDC	NYT_ENG_20101008.0001:2238-2353	PHILLIPS TALBOT	NYT_ENG_20101008.0001:58-72	1.0
CS14_ENG_104_01	gpe:births_in_city	LDC	NYT_ENG_20100513.0185:2441-2494	Dustin Shuler	NYT_ENG_20100513.0185:58-70	1.0
CS14_ENG_104_01	gpe:births_in_city	LDC	AFP_ENG_20091113.0715:2892-3002	Tarek Mehanna	AFP_ENG_20091113.0715:390-402	1.0
CS14_ENG_104_01	gpe:births_in_city	LDC	APW_ENG_20100125.0876:1660-1718	Earl Wild	APW_ENG_20100125.0876:81-89	1.0
CS14_ENG_104_01	gpe:births_in_city	LDC	NYT_ENG_20100616.0180:2650-2713	Abraham Jonathan Wolken	NYT_ENG_20100616.0180:2650-2672	1.0
CS14_ENG_105_00	gpe:headquarters_in_city	LDC	bolt-eng-DF-199-192769-6680230:873-951	Microsoft	bolt-eng-DF-199-192769-6680230:242-250	1.0
CS14_ENG_105_01	org:founded_by	LDC	bolt-eng-DF-199-192823-6765222:5144-5190	Paul G. Allen	bolt-eng-DF-199-192823-6765222:4905-4917	1.0
CS14_ENG_105_01	org:founded_by	LDC	bolt-eng-DF-199-192823-6765222:5144-5190	Bill Gates	bolt-eng-DF-199-192823-6765222:5173-5182	1.0
CS14_ENG_106_00	gpe:residents_of_city	LDC	NYT_ENG_20100907.0040:2460-2497	D.H. Lawrence	NYT_ENG_20100907.0040:1714-1726	1.0
CS14_ENG_106_01	per:city_of_birth	LDC	eng-NG-31-100469-8835783:517-560,eng-NG-31-100469-8835783:359-381	Eastwood	eng-NG-31-100469-8835783:543-550	1.0
CS14_ENG_106_00	gpe:residents_of_city	LDC	APW_ENG_20100529.0624:3951-4027	Dennis Hopper	APW_ENG_20100529.0624:58-70	1.0
CS14_ENG_106_01	per:city_of_birth	LDC	APW_ENG_20100529.0624:7362-7418	Dodge City	APW_ENG_20100529.0624:7401-7410	1.0
CS14_ENG_106_00	gpe:residents_of_city	LDC	bolt-eng-DF-199-192783-6867818:155-266	Donald Rumsfeld	bolt-eng-DF-199-192783-6867818:583-597	1.0
CS14_ENG_108_00	per:organizations_founded	LDC	XIN_ENG_20101004.0265:763-906	Twitter	XIN_ENG_20101004.0265:58-64	1.0
CS14_ENG_108_01	org:number_of_employees_members	LDC	APW_ENG_20100415.0004:1601-1748,APW_ENG_20100415.0004:1750-1788	175	APW_ENG_20100415.0004:1746-1748	1.0
CS14_ENG_108_00	per:organizations_founded	LDC	NYT_ENG_20100428.0115:1216-1364,NYT_ENG_20100428.0115:1366-1413	Square	NYT_ENG_20100428.0115:316-321	1.0
CS14_ENG_109_00	per:city_of_birth	LDC	XIN_ENG_20090623.0280:322-378	Newcastle-upon-Tyne	XIN_ENG_20090623.0280:350-368	1.0
CS14_ENG_109_01	gpe:headquarters_in_city	LDC	APW_ENG_20101006.0577:413-542	Wellstream Holdings	APW_ENG_20101006.0577:224-242	1.0
CS14_ENG_109_01	gpe:headquarters_in_city	LDC	eng-NG-31-102463-8866022:372-498	Premier Lifestyles Ltd	eng-NG-31-102463-8866022:372-393	1.0
CS14_ENG_110_00	per:stateorprovince_of_birth	LDC	eng-NG-31-126854-9168347:30509-30578	Manitoba	eng-NG-31-126854-9168347:30563-30570	1.0
CS14_ENG_110_01	gpe:headquarters_in_stateorprovince	LDC	NYT_ENG_20091006.0110:438-534	Canwest Global Communications	NYT_ENG_20091006.0110:172-200	1.0
CS14_ENG_110_01	gpe:headquarters_in_stateorprovince	LDC	eng-NG-31-128481-8348391:5445-5536,eng-NG-31-142898-10120385:2952-2969	Choice Medical Services	eng-NG-31-128481-8348391:1166-1188	1.0
CS14_ENG_110_01	gpe:headquarters_in_stateorprovince	LDC	eng-NG-31-142898-10120385:2850-2977	Trinity Television	eng-NG-31-142898-10120385:2850-2867	1.0
CS14_ENG_110_01	gpe:headquarters_in_stateorprovince	LDC	eng-NG-31-140210-9888915:1339-1420,eng-NG-31-142898-10120385:2952-2969	Beyond Borders	eng-NG-31-140210-9888915:1407-1420	1.0
CS14_ENG_110_01	gpe:headquarters_in_stateorprovince	LDC	APW_ENG_20101111.0081:722-861,eng-NG-31-142898-10120385:2952-2969	The Zubaidah Tallab Foundation	APW_ENG_20101111.0081:773-802	1.0
CS14_ENG_111_00	per:children	LDC	WPB_ENG_20100504.0060:3946-4017	Nicole Feld	WPB_ENG_20100504.0060:3980-3990	1.0
CS14_ENG_111_01	per:age	LDC	NYT_ENG_20101227.0151:349-496,NYT_ENG_20101227.0151:498-552,WPB_ENG_20100504.0060:3946-4017	32	NYT_ENG_20101227.0151:415-416	1.0
CS14_ENG_111_00	per:children	LDC	NYT_ENG_20101227.0151:349-496,NYT_ENG_20101227.0151:498-552	Alana Feld	NYT_ENG_20101227.0151:156-165	1.0
CS14_ENG_111_01	per:age	LDC	NYT_ENG_20101227.0151:349-496,NYT_ENG_20101227.0151:498-552	30	NYT_ENG_20101227.0151:422-423	1.0
CS14_ENG_111_00	per:children	LDC	NYT_ENG_20101227.0151:349-496,NYT_ENG_20101227.0151:498-552	Juliette	NYT_ENG_20101227.0151:488-495	1.0
CS14_ENG_111_01	per:age	LDC	NYT_ENG_20101227.0151:349-496,NYT_ENG_20101227.0151:498-552	27	NYT_ENG_20101227.0151:23-24	1.0
CS14_ENG_112_00	gpe:residents_of_city	LDC	APW_ENG_20101209.0748:591-732	John du Pont	APW_ENG_20101209.0748:222-233	1.0
CS14_ENG_112_01	per:charges	LDC	APW_ENG_20100522.0498:1957-2068	third degree murder	APW_ENG_20100522.0498:2049-2067	1.0
CS14_ENG_112_00	gpe:residents_of_city	LDC	APW_ENG_20091021.1617:365-470	Sean O'Neill	APW_ENG_20091021.1617:395-406	1.0
CS14_ENG_112_01	per:charges	LDC	APW_ENG_20091021.1617:724-867,APW_ENG_20091021.1617:869-909,APW_ENG_20091021.1617:190-337,APW_ENG_20091021.1617:339-354	evaded taxes	APW_ENG_20091021.1617:835-846	1.0
CS14_ENG_112_01	per:charges	LDC	APW_ENG_20091021.1617:724-867,APW_ENG_20091021.1617:869-909,APW_ENG_20091021.1617:190-337,APW_ENG_20091021.1617:339-354	owned an illegal silencer	APW_ENG_20091021.1617:852-876	1.0
CS14_ENG_113_00	gpe:residents_of_city	LDC	AFP_ENG_20090819.0062:1175-1254	Jasmine Fiore	AFP_ENG_20090819.0062:630-642	1.0
CS14_ENG_113_01	per:cause_of_death	LDC	APW_ENG_20090819.0119:417-448	strangled	APW_ENG_20090819.0119:440-448	1.0
CS14_ENG_113_00	gpe:residents_of_city	LDC	AFP_ENG_20090819.0062:1175-1254	Ryan Alexander Jenkins	AFP_ENG_20090819.0062:364-385	1.0
CS14_ENG_113_01	per:cause_of_death	LDC	APW_ENG_20090827.1196:918-950	hanged himself	APW_ENG_20090827.1196:937-950	1.0
CS14_ENG_114_00	per:siblings	LDC	eng-NG-31-141957-8676435:1129-1239	Summer Phoenix	eng-NG-31-141957-8676435:529-542	1.0
CS14_ENG_114_01	per:spouse	LDC	eng-NG-31-141957-8676435:493-576	Casey Affleck	eng-NG-31-141957-8676435:158-170	1.0
CS14_ENG_115_00	org:employees_or_members	LDC	eng-NG-31-148622-8796301:384-530,eng-NG-31-148622-8796301:532-655	David Boston	eng-NG-31-148622-8796301:393-404	1.0
CS14_ENG_115_01	per:charges	LDC	eng-NG-31-148622-8796301:384-530,eng-NG-31-148622-8796301:532-655	driving under the influence	eng-NG-31-148622-8796301:617-643	1.0
CS14_ENG_115_00	org:employees_or_members	LDC	eng-NG-31-140124-9874407:823-917	Warren Sapp	eng-NG-31-140124-9874407:616-626	1.0
CS14_ENG_115_00	org:employees_or_members	LDC	eng-NG-31-140124-8658855:2550-2658	Monte Kiffin	eng-NG-31-140124-8658855:2562-2573	1.0
CS14_ENG_115_00	org:employees_or_members	LDC	APW_ENG_20091024.0322:184-271	Raheem Morris	APW_ENG_20091024.0322:211-223	1.0
CS14_ENG_115_00	org:employees_or_members	LDC	eng-NG-31-140016-9856504:1312-1437,eng-NG-31-140016-9856504:158-165	Jeff Garcia	eng-NG-31-140016-9856504:1384-1394	1.0
CS14_ENG_115_00	org:employees_or_members	LDC	eng-NG-31-140016-9856504:1312-1437,eng-NG-31-140016-9856504:158-165	Jon Gruden	eng-NG-31-140016-9856504:1406-1415	1.0
CS14_ENG_115_00	org:employees_or_members	LDC	eng-NG-31-140124-9874372:578-655	Luke McCown	eng-NG-31-140124-9874372:377-387	1.0
CS14_ENG_115_00	org:employees_or_members	LDC	eng-NG-31-140124-9874230:1903-1974	Tony Dungy	eng-NG-31-140124-9874230:510-519	1.0
CS14_ENG_116_00	gpe:headquarters_in_city	LDC	XIN_ENG_20100716.0395:865-954	Chengdu Research Base of Giant Panda	XIN_ENG_20100716.0395:312-347	1.0
CS14_ENG_117_00	org:employees_or_members	LDC	XIN_ENG_20100525.0398:210-239	Terry Gou	XIN_ENG_20100525.0398:231-239	1.0
CS14_ENG_117_01	per:title	LDC	XIN_ENG_20100525.0398:210-239	President	XIN_ENG_20100525.0398:66-74	1.0
CS14_ENG_117_01	per:title	LDC	CNA_ENG_20100317.0047:199-339,CNA_ENG_20100317.0047:341-401	CEO	CNA_ENG_20100317.0047:311-313	1.0
CS14_ENG_117_01	per:title	LDC	CNA_ENG_20100317.0047:199-339,CNA_ENG_20100317.0047:341-401	chairman	CNA_ENG_20100317.0047:298-305	1.0
CS14_ENG_117_01	per:title	LDC	CNA_ENG_20100525.0034:2170-2222	founder	CNA_ENG_20100525.0034:2195-2201	1.0
CS14_ENG_117_00	org:employees_or_members	LDC	XIN_ENG_20101022.0393:783-831	Chuang Hong-Jen	XIN_ENG_20101022.0393:788-802	1.0
CS14_ENG_117_01	per:title	LDC	XIN_ENG_20101022.0393:783-831	executive	XIN_ENG_20101022.0393:822-830	1.0
CS14_ENG_117_00	org:employees_or_members	LDC	APW_ENG_20100512.0670:545-685	Chu	APW_ENG_20100512.0670:589-591	1.0
CS14_ENG_117_00	org:employees_or_members	LDC	APW_ENG_20100512.0688:1988-2059	Arthur Huang	APW_ENG_20100512.0688:2006-2017	1.0
CS14_ENG_117_01	per:title	LDC	APW_ENG_20100512.0688:1988-2059	spokesman	APW_ENG_20100512.0688:1996-2004	1.0
CS14_ENG_117_00	org:employees_or_members	LDC	APW_ENG_20100512.0688:1071-1180	Lu	APW_ENG_20100512.0688:1114-1115	1.0
CS14_ENG_117_00	org:employees_or_members	LDC	XIN_ENG_20090727.0382:441-501	Li Jinming	XIN_ENG_20090727.0382:480-489	1.0
CS14_ENG_117_01	per:title	LDC	XIN_ENG_20090727.0382:441-501	administrative general manager	XIN_ENG_20090727.0382:449-478	1.0
CS14_ENG_117_00	org:employees_or_members	LDC	APW_ENG_20100521.0617:195-289	Nan Gang	APW_ENG_20100521.0617:508-515	1.0
CS14_ENG_117_00	org:employees_or_members	LDC	XIN_ENG_20100625.0400:1079-1112	Liu Kun	XIN_ENG_20100625.0400:1084-1090	1.0
CS14_ENG_117_01	per:title	LDC	XIN_ENG_20100625.0400:1079-1112	spokesman	XIN_ENG_20100625.0400:1103-1111	1.0
CS14_ENG_118_00	per:employee_or_member_of	LDC	APW_ENG_20101025.0702:422-501	U.S. Agency for International Development	APW_ENG_20101025.0702:461-501	1.0
CS14_ENG_118_01	org:alternate_names	LDC	WPB_ENG_20101208.0091:246-351	USAID	WPB_ENG_20101208.0091:293-297	1.0
CS14_ENG_119_00	per:employee_or_member_of	LDC	APW_ENG_20101122.0112:4714-4750	Actors Studio	APW_ENG_20101122.0112:4738-4750	1.0
CS14_ENG_119_01	org:top_members_employees	LDC	LTW_ENG_20091124.0030:5291-5373	Lee Strasberg	LTW_ENG_20091124.0030:189-201	1.0
CS14_ENG_119_01	org:top_members_employees	LDC	LTW_ENG_20091124.0030:12675-12808	Estelle Parsons	LTW_ENG_20091124.0030:12675-12689	1.0
CS14_ENG_120_00	per:cities_of_residence	LDC	APW_ENG_20101207.0826:949-1098,APW_ENG_20101207.0826:1100-1108	Yellowknife	APW_ENG_20101207.0826:1036-1046	1.0
CS14_ENG_120_01	gpe:births_in_city	LDC	eng-NG-31-100469-8835747:1342-1397,eng-NG-31-100469-8835747:355-377	Margot Kidder	eng-NG-31-100469-8835747:1350-1362	1.0
CS14_ENG_121_00	per:cities_of_residence	LDC	NYT_ENG_20090802.0038:1663-1697,NYT_ENG_20090802.0038:1287-1301,NYT_ENG_20090802.0038:95-160	Las Vegas	NYT_ENG_20090802.0038:1688-1696	1.0
CS14_ENG_121_01	gpe:deaths_in_city	LDC	NYT_ENG_20100328.0108:140-288,NYT_ENG_20100328.0108:290-314	Cliff Livingston	NYT_ENG_20100328.0108:58-73	1.0
CS14_ENG_121_01	gpe:deaths_in_city	LDC	NYT_ENG_20100522.0102:5409-5556,NYT_ENG_20100522.0102:5558-5593	Erica Blasberg	NYT_ENG_20100522.0102:5528-5541	1.0
CS14_ENG_121_01	gpe:deaths_in_city	LDC	eng-NG-31-127464-9235146:452-581	Kevin DuBrow	eng-NG-31-127464-9235146:161-172	1.0
CS14_ENG_122_00	org:top_members_employees	LDC	AFP_ENG_20090604.0054:372-485,AFP_ENG_20090604.0054:171-300	Angelo Mozilo	AFP_ENG_20090604.0054:441-453	1.0
CS14_ENG_122_01	per:charges	LDC	AFP_ENG_20090604.0054:545-583	securities fraud	AFP_ENG_20090604.0054:568-583	1.0
CS14_ENG_122_01	per:charges	LDC	AFP_ENG_20090604.0054:771-814	insider trading	AFP_ENG_20090604.0054:800-814	1.0
CS14_ENG_122_00	org:top_members_employees	LDC	AFP_ENG_20090604.0054:952-1101,AFP_ENG_20090604.0054:1103-1112,AFP_ENG_20090604.0054:372-485,AFP_ENG_20090604.0054:171-300	David Sambol	AFP_ENG_20090604.0054:1033-1044	1.0
CS14_ENG_122_01	per:charges	LDC	AFP_ENG_20090604.0054:545-583,AFP_ENG_20090604.0054:372-485,AFP_ENG_20090604.0054:952-1101,AFP_ENG_20090604.0054:1103-1112	securities fraud	AFP_ENG_20090604.0054:568-583	1.0
CS14_ENG_122_00	org:top_members_employees	LDC	AFP_ENG_20090604.0054:952-1101,AFP_ENG_20090604.0054:1103-1112,AFP_ENG_20090604.0054:372-485,AFP_ENG_20090604.0054:171-300	Eric Sieraki	AFP_ENG_20090604.0054:1081-1093	1.0
CS14_ENG_122_01	per:charges	LDC	AFP_ENG_20090604.0054:545-583,AFP_ENG_20090604.0054:372-485,AFP_ENG_20090604.0054:952-1101,AFP_ENG_20090604.0054:1103-1112	securities fraud	AFP_ENG_20090604.0054:568-583	1.0
CS14_ENG_123_00	org:top_members_employees	LDC	XIN_ENG_20091028.0250:175-305	Jacinto Suarez	XIN_ENG_20091028.0250:204-217	1.0
CS14_ENG_123_01	per:origin	LDC	XIN_ENG_20091028.0250:175-305	Nicaraguan	XIN_ENG_20091028.0250:175-184	1.0
